family,condition,metric,live_turn,episodes_with_event,denominator,percent,episodes_observed_at_this_live_turn
Kimi,working,first_cited_coordination_live_turn,93,50,50,100.0,1
Kimi,working,first_cited_coordination_live_turn,94,50,50,100.0,1
Kimi,working,first_cited_coordination_live_turn,95,50,50,100.0,1
Kimi,working,first_cited_coordination_live_turn,96,50,50,100.0,1
Kimi,working,first_cited_coordination_live_turn,97,50,50,100.0,0
Kimi,working,first_cited_coordination_live_turn,98,50,50,100.0,0
Kimi,working,first_cited_coordination_live_turn,99,50,50,100.0,0
Kimi,working,first_cited_coordination_live_turn,100,50,50,100.0,0
Kimi,working,first_post_live_turn,0,0,50,0.0,50
Kimi,working,first_post_live_turn,1,0,50,0.0,50
Kimi,working,first_post_live_turn,2,0,50,0.0,50
Kimi,working,first_post_live_turn,3,0,50,0.0,50
Kimi,working,first_post_live_turn,4,2,50,4.0,50
Kimi,working,first_post_live_turn,5,2,50,4.0,50
Kimi,working,first_post_live_turn,6,3,50,6.0,50
Kimi,working,first_post_live_turn,7,6,50,12.0,50
Kimi,working,first_post_live_turn,8,7,50,14.0,50
Kimi,working,first_post_live_turn,9,7,50,14.0,50
Kimi,working,first_post_live_turn,10,7,50,14.0,50
Kimi,working,first_post_live_turn,11,7,50,14.0,50
Kimi,working,first_post_live_turn,12,7,50,14.0,50
Kimi,working,first_post_live_turn,13,7,50,14.0,50
Kimi,working,first_post_live_turn,14,9,50,18.0,50
Kimi,working,first_post_live_turn,15,10,50,20.0,50
Kimi,working,first_post_live_turn,16,11,50,22.0,50
Kimi,working,first_post_live_turn,17,12,50,24.0,50
Kimi,working,first_post_live_turn,18,13,50,26.0,50
Kimi,working,first_post_live_turn,19,13,50,26.0,50
Kimi,working,first_post_live_turn,20,16,50,32.0,50
Kimi,working,first_post_live_turn,21,16,50,32.0,50
Kimi,working,first_post_live_turn,22,17,50,34.0,50
Kimi,working,first_post_live_turn,23,19,50,38.0,50
Kimi,working,first_post_live_turn,24,20,50,40.0,50
Kimi,working,first_post_live_turn,25,22,50,44.0,50
Kimi,working,first_post_live_turn,26,23,50,46.0,50
Kimi,working,first_post_live_turn,27,23,50,46.0,50
Kimi,working,first_post_live_turn,28,23,50,46.0,49
Kimi,working,first_post_live_turn,29,23,50,46.0,49
Kimi,working,first_post_live_turn,30,23,50,46.0,49
Kimi,working,first_post_live_turn,31,23,50,46.0,49
Kimi,working,first_post_live_turn,32,23,50,46.0,49
Kimi,working,first_post_live_turn,33,23,50,46.0,49
Kimi,working,first_post_live_turn,34,23,50,46.0,49
Kimi,working,first_post_live_turn,35,23,50,46.0,49
Kimi,working,first_post_live_turn,36,23,50,46.0,49
Kimi,working,first_post_live_turn,37,23,50,46.0,49
Kimi,working,first_post_live_turn,38,23,50,46.0,49
Kimi,working,first_post_live_turn,39,23,50,46.0,49
Kimi,working,first_post_live_turn,40,23,50,46.0,47
Kimi,working,first_post_live_turn,41,23,50,46.0,47
Kimi,working,first_post_live_turn,42,23,50,46.0,45
Kimi,working,first_post_live_turn,43,23,50,46.0,43
Kimi,working,first_post_live_turn,44,23,50,46.0,43
Kimi,working,first_post_live_turn,45,23,50,46.0,43
Kimi,working,first_post_live_turn,46,23,50,46.0,41
Kimi,working,first_post_live_turn,47,23,50,46.0,40
Kimi,working,first_post_live_turn,48,23,50,46.0,38
Kimi,working,first_post_live_turn,49,23,50,46.0,36
Kimi,working,first_post_live_turn,50,23,50,46.0,36
Kimi,working,first_post_live_turn,51,23,50,46.0,34
Kimi,working,first_post_live_turn,52,23,50,46.0,33
Kimi,working,first_post_live_turn,53,23,50,46.0,31
Kimi,working,first_post_live_turn,54,23,50,46.0,30
Kimi,working,first_post_live_turn,55,23,50,46.0,27
Kimi,working,first_post_live_turn,56,23,50,46.0,26
Kimi,working,first_post_live_turn,57,23,50,46.0,23
Kimi,working,first_post_live_turn,58,23,50,46.0,20
Kimi,working,first_post_live_turn,59,23,50,46.0,20
Kimi,working,first_post_live_turn,60,23,50,46.0,14
Kimi,working,first_post_live_turn,61,23,50,46.0,14
Kimi,working,first_post_live_turn,62,23,50,46.0,11
Kimi,working,first_post_live_turn,63,23,50,46.0,11
Kimi,working,first_post_live_turn,64,23,50,46.0,11
Kimi,working,first_post_live_turn,65,23,50,46.0,10
Kimi,working,first_post_live_turn,66,23,50,46.0,10
Kimi,working,first_post_live_turn,67,23,50,46.0,10
Kimi,working,first_post_live_turn,68,23,50,46.0,10
Kimi,working,first_post_live_turn,69,23,50,46.0,10
Kimi,working,first_post_live_turn,70,23,50,46.0,10
Kimi,working,first_post_live_turn,71,23,50,46.0,9
Kimi,working,first_post_live_turn,72,23,50,46.0,9
Kimi,working,first_post_live_turn,73,23,50,46.0,7
Kimi,working,first_post_live_turn,74,23,50,46.0,5
Kimi,working,first_post_live_turn,75,23,50,46.0,3
Kimi,working,first_post_live_turn,76,23,50,46.0,3
Kimi,working,first_post_live_turn,77,23,50,46.0,3
Kimi,working,first_post_live_turn,78,23,50,46.0,2
Kimi,working,first_post_live_turn,79,23,50,46.0,1
Kimi,working,first_post_live_turn,80,23,50,46.0,1
Kimi,working,first_post_live_turn,81,23,50,46.0,1
Kimi,working,first_post_live_turn,82,23,50,46.0,1
Kimi,working,first_post_live_turn,83,23,50,46.0,1
Kimi,working,first_post_live_turn,84,23,50,46.0,1
Kimi,working,first_post_live_turn,85,23,50,46.0,1
Kimi,working,first_post_live_turn,86,23,50,46.0,1
Kimi,working,first_post_live_turn,87,23,50,46.0,1
Kimi,working,first_post_live_turn,88,23,50,46.0,1
Kimi,working,first_post_live_turn,89,23,50,46.0,1
Kimi,working,first_post_live_turn,90,23,50,46.0,1
Kimi,working,first_post_live_turn,91,23,50,46.0,1
Kimi,working,first_post_live_turn,92,23,50,46.0,1
Kimi,working,first_post_live_turn,93,23,50,46.0,1
Kimi,working,first_post_live_turn,94,23,50,46.0,1
Kimi,working,first_post_live_turn,95,23,50,46.0,1
Kimi,working,first_post_live_turn,96,23,50,46.0,1
Kimi,working,first_post_live_turn,97,23,50,46.0,0
Kimi,working,first_post_live_turn,98,23,50,46.0,0
Kimi,working,first_post_live_turn,99,23,50,46.0,0
Kimi,working,first_post_live_turn,100,23,50,46.0,0
Kimi,slow,first_cited_coordination_live_turn,0,0,50,0.0,50
Kimi,slow,first_cited_coordination_live_turn,1,14,50,28.0,50
Kimi,slow,first_cited_coordination_live_turn,2,14,50,28.0,50
Kimi,slow,first_cited_coordination_live_turn,3,14,50,28.0,50
Kimi,slow,first_cited_coordination_live_turn,4,17,50,34.0,50
Kimi,slow,first_cited_coordination_live_turn,5,21,50,42.0,50
Kimi,slow,first_cited_coordination_live_turn,6,24,50,48.0,50
Kimi,slow,first_cited_coordination_live_turn,7,33,50,66.0,50
Kimi,slow,first_cited_coordination_live_turn,8,38,50,76.0,50
Kimi,slow,first_cited_coordination_live_turn,9,38,50,76.0,50
Kimi,slow,first_cited_coordination_live_turn,10,39,50,78.0,50
Kimi,slow,first_cited_coordination_live_turn,11,41,50,82.0,50
Kimi,slow,first_cited_coordination_live_turn,12,42,50,84.0,50
Kimi,slow,first_cited_coordination_live_turn,13,45,50,90.0,50
Kimi,slow,first_cited_coordination_live_turn,14,45,50,90.0,50
Kimi,slow,first_cited_coordination_live_turn,15,45,50,90.0,50
Kimi,slow,first_cited_coordination_live_turn,16,46,50,92.0,50
Kimi,slow,first_cited_coordination_live_turn,17,46,50,92.0,50
Kimi,slow,first_cited_coordination_live_turn,18,46,50,92.0,50
Kimi,slow,first_cited_coordination_live_turn,19,46,50,92.0,50
Kimi,slow,first_cited_coordination_live_turn,20,47,50,94.0,50
Kimi,slow,first_cited_coordination_live_turn,21,47,50,94.0,50
Kimi,slow,first_cited_coordination_live_turn,22,47,50,94.0,50
Kimi,slow,first_cited_coordination_live_turn,23,47,50,94.0,50
Kimi,slow,first_cited_coordination_live_turn,24,47,50,94.0,50
Kimi,slow,first_cited_coordination_live_turn,25,47,50,94.0,50
Kimi,slow,first_cited_coordination_live_turn,26,48,50,96.0,50
Kimi,slow,first_cited_coordination_live_turn,27,48,50,96.0,50
Kimi,slow,first_cited_coordination_live_turn,28,48,50,96.0,50
Kimi,slow,first_cited_coordination_live_turn,29,49,50,98.0,50
Kimi,slow,first_cited_coordination_live_turn,30,49,50,98.0,50
Kimi,slow,first_cited_coordination_live_turn,31,49,50,98.0,50
Kimi,slow,first_cited_coordination_live_turn,32,50,50,100.0,50
Kimi,slow,first_cited_coordination_live_turn,33,50,50,100.0,50
Kimi,slow,first_cited_coordination_live_turn,34,50,50,100.0,50
Kimi,slow,first_cited_coordination_live_turn,35,50,50,100.0,50
Kimi,slow,first_cited_coordination_live_turn,36,50,50,100.0,50
Kimi,slow,first_cited_coordination_live_turn,37,50,50,100.0,50
Kimi,slow,first_cited_coordination_live_turn,38,50,50,100.0,50
Kimi,slow,first_cited_coordination_live_turn,39,50,50,100.0,50
Kimi,slow,first_cited_coordination_live_turn,40,50,50,100.0,50
Kimi,slow,first_cited_coordination_live_turn,41,50,50,100.0,50
Kimi,slow,first_cited_coordination_live_turn,42,50,50,100.0,50
Kimi,slow,first_cited_coordination_live_turn,43,50,50,100.0,50
Kimi,slow,first_cited_coordination_live_turn,44,50,50,100.0,49
Kimi,slow,first_cited_coordination_live_turn,45,50,50,100.0,49
Kimi,slow,first_cited_coordination_live_turn,46,50,50,100.0,47
Kimi,slow,first_cited_coordination_live_turn,47,50,50,100.0,45
Kimi,slow,first_cited_coordination_live_turn,48,50,50,100.0,44
Kimi,slow,first_cited_coordination_live_turn,49,50,50,100.0,43
Kimi,slow,first_cited_coordination_live_turn,50,50,50,100.0,41
Kimi,slow,first_cited_coordination_live_turn,51,50,50,100.0,41
Kimi,slow,first_cited_coordination_live_turn,52,50,50,100.0,39
Kimi,slow,first_cited_coordination_live_turn,53,50,50,100.0,38
Kimi,slow,first_cited_coordination_live_turn,54,50,50,100.0,38
Kimi,slow,first_cited_coordination_live_turn,55,50,50,100.0,37
Kimi,slow,first_cited_coordination_live_turn,56,50,50,100.0,35
Kimi,slow,first_cited_coordination_live_turn,57,50,50,100.0,35
Kimi,slow,first_cited_coordination_live_turn,58,50,50,100.0,34
Kimi,slow,first_cited_coordination_live_turn,59,50,50,100.0,32
Kimi,slow,first_cited_coordination_live_turn,60,50,50,100.0,32
Kimi,slow,first_cited_coordination_live_turn,61,50,50,100.0,31
Kimi,slow,first_cited_coordination_live_turn,62,50,50,100.0,30
Kimi,slow,first_cited_coordination_live_turn,63,50,50,100.0,28
Kimi,slow,first_cited_coordination_live_turn,64,50,50,100.0,23
Kimi,slow,first_cited_coordination_live_turn,65,50,50,100.0,23
Kimi,slow,first_cited_coordination_live_turn,66,50,50,100.0,23
Kimi,slow,first_cited_coordination_live_turn,67,50,50,100.0,21
Kimi,slow,first_cited_coordination_live_turn,68,50,50,100.0,19
Kimi,slow,first_cited_coordination_live_turn,69,50,50,100.0,18
Kimi,slow,first_cited_coordination_live_turn,70,50,50,100.0,17
Kimi,slow,first_cited_coordination_live_turn,71,50,50,100.0,14
Kimi,slow,first_cited_coordination_live_turn,72,50,50,100.0,13
Kimi,slow,first_cited_coordination_live_turn,73,50,50,100.0,12
Kimi,slow,first_cited_coordination_live_turn,74,50,50,100.0,11
Kimi,slow,first_cited_coordination_live_turn,75,50,50,100.0,10
Kimi,slow,first_cited_coordination_live_turn,76,50,50,100.0,9
Kimi,slow,first_cited_coordination_live_turn,77,50,50,100.0,7
Kimi,slow,first_cited_coordination_live_turn,78,50,50,100.0,6
Kimi,slow,first_cited_coordination_live_turn,79,50,50,100.0,5
Kimi,slow,first_cited_coordination_live_turn,80,50,50,100.0,5
Kimi,slow,first_cited_coordination_live_turn,81,50,50,100.0,5
Kimi,slow,first_cited_coordination_live_turn,82,50,50,100.0,4
Kimi,slow,first_cited_coordination_live_turn,83,50,50,100.0,4
Kimi,slow,first_cited_coordination_live_turn,84,50,50,100.0,4
Kimi,slow,first_cited_coordination_live_turn,85,50,50,100.0,4
Kimi,slow,first_cited_coordination_live_turn,86,50,50,100.0,4
Kimi,slow,first_cited_coordination_live_turn,87,50,50,100.0,4
Kimi,slow,first_cited_coordination_live_turn,88,50,50,100.0,4
Kimi,slow,first_cited_coordination_live_turn,89,50,50,100.0,4
Kimi,slow,first_cited_coordination_live_turn,90,50,50,100.0,4
Kimi,slow,first_cited_coordination_live_turn,91,50,50,100.0,4
Kimi,slow,first_cited_coordination_live_turn,92,50,50,100.0,4
Kimi,slow,first_cited_coordination_live_turn,93,50,50,100.0,4
Kimi,slow,first_cited_coordination_live_turn,94,50,50,100.0,4
Kimi,slow,first_cited_coordination_live_turn,95,50,50,100.0,3
Kimi,slow,first_cited_coordination_live_turn,96,50,50,100.0,3
Kimi,slow,first_cited_coordination_live_turn,97,50,50,100.0,2
Kimi,slow,first_cited_coordination_live_turn,98,50,50,100.0,2
Kimi,slow,first_cited_coordination_live_turn,99,50,50,100.0,2
Kimi,slow,first_cited_coordination_live_turn,100,50,50,100.0,2
Kimi,slow,first_post_live_turn,0,0,50,0.0,50
Kimi,slow,first_post_live_turn,1,0,50,0.0,50
Kimi,slow,first_post_live_turn,2,0,50,0.0,50
Kimi,slow,first_post_live_turn,3,0,50,0.0,50
Kimi,slow,first_post_live_turn,4,0,50,0.0,50
Kimi,slow,first_post_live_turn,5,0,50,0.0,50
Kimi,slow,first_post_live_turn,6,0,50,0.0,50
Kimi,slow,first_post_live_turn,7,2,50,4.0,50
Kimi,slow,first_post_live_turn,8,3,50,6.0,50
Kimi,slow,first_post_live_turn,9,5,50,10.0,50
Kimi,slow,first_post_live_turn,10,5,50,10.0,50
Kimi,slow,first_post_live_turn,11,5,50,10.0,50
Kimi,slow,first_post_live_turn,12,5,50,10.0,50
Kimi,slow,first_post_live_turn,13,5,50,10.0,50
Kimi,slow,first_post_live_turn,14,6,50,12.0,50
Kimi,slow,first_post_live_turn,15,6,50,12.0,50
Kimi,slow,first_post_live_turn,16,6,50,12.0,50
Kimi,slow,first_post_live_turn,17,6,50,12.0,50
Kimi,slow,first_post_live_turn,18,8,50,16.0,50
Kimi,slow,first_post_live_turn,19,8,50,16.0,50
Kimi,slow,first_post_live_turn,20,9,50,18.0,50
Kimi,slow,first_post_live_turn,21,10,50,20.0,50
Kimi,slow,first_post_live_turn,22,10,50,20.0,50
Kimi,slow,first_post_live_turn,23,10,50,20.0,50
Kimi,slow,first_post_live_turn,24,10,50,20.0,50
Kimi,slow,first_post_live_turn,25,10,50,20.0,50
Kimi,slow,first_post_live_turn,26,10,50,20.0,50
Kimi,slow,first_post_live_turn,27,13,50,26.0,50
Kimi,slow,first_post_live_turn,28,15,50,30.0,50
Kimi,slow,first_post_live_turn,29,16,50,32.0,50
Kimi,slow,first_post_live_turn,30,18,50,36.0,50
Kimi,slow,first_post_live_turn,31,19,50,38.0,50
Kimi,slow,first_post_live_turn,32,19,50,38.0,50
Kimi,slow,first_post_live_turn,33,19,50,38.0,50
Kimi,slow,first_post_live_turn,34,19,50,38.0,50
Kimi,slow,first_post_live_turn,35,21,50,42.0,50
Kimi,slow,first_post_live_turn,36,23,50,46.0,50
Kimi,slow,first_post_live_turn,37,23,50,46.0,50
Kimi,slow,first_post_live_turn,38,23,50,46.0,50
Kimi,slow,first_post_live_turn,39,24,50,48.0,50
Kimi,slow,first_post_live_turn,40,24,50,48.0,50
Kimi,slow,first_post_live_turn,41,24,50,48.0,50
Kimi,slow,first_post_live_turn,42,24,50,48.0,50
Kimi,slow,first_post_live_turn,43,24,50,48.0,50
Kimi,slow,first_post_live_turn,44,24,50,48.0,49
Kimi,slow,first_post_live_turn,45,24,50,48.0,49
Kimi,slow,first_post_live_turn,46,25,50,50.0,47
Kimi,slow,first_post_live_turn,47,25,50,50.0,45
Kimi,slow,first_post_live_turn,48,25,50,50.0,44
Kimi,slow,first_post_live_turn,49,26,50,52.0,43
Kimi,slow,first_post_live_turn,50,26,50,52.0,41
Kimi,slow,first_post_live_turn,51,26,50,52.0,41
Kimi,slow,first_post_live_turn,52,26,50,52.0,39
Kimi,slow,first_post_live_turn,53,26,50,52.0,38
Kimi,slow,first_post_live_turn,54,26,50,52.0,38
Kimi,slow,first_post_live_turn,55,26,50,52.0,37
Kimi,slow,first_post_live_turn,56,26,50,52.0,35
Kimi,slow,first_post_live_turn,57,27,50,54.0,35
Kimi,slow,first_post_live_turn,58,27,50,54.0,34
Kimi,slow,first_post_live_turn,59,27,50,54.0,32
Kimi,slow,first_post_live_turn,60,27,50,54.0,32
Kimi,slow,first_post_live_turn,61,27,50,54.0,31
Kimi,slow,first_post_live_turn,62,28,50,56.0,30
Kimi,slow,first_post_live_turn,63,28,50,56.0,28
Kimi,slow,first_post_live_turn,64,28,50,56.0,23
Kimi,slow,first_post_live_turn,65,28,50,56.0,23
Kimi,slow,first_post_live_turn,66,28,50,56.0,23
Kimi,slow,first_post_live_turn,67,28,50,56.0,21
Kimi,slow,first_post_live_turn,68,28,50,56.0,19
Kimi,slow,first_post_live_turn,69,28,50,56.0,18
Kimi,slow,first_post_live_turn,70,28,50,56.0,17
Kimi,slow,first_post_live_turn,71,28,50,56.0,14
Kimi,slow,first_post_live_turn,72,28,50,56.0,13
Kimi,slow,first_post_live_turn,73,28,50,56.0,12
Kimi,slow,first_post_live_turn,74,28,50,56.0,11
Kimi,slow,first_post_live_turn,75,28,50,56.0,10
Kimi,slow,first_post_live_turn,76,28,50,56.0,9
Kimi,slow,first_post_live_turn,77,28,50,56.0,7
Kimi,slow,first_post_live_turn,78,28,50,56.0,6
Kimi,slow,first_post_live_turn,79,28,50,56.0,5
Kimi,slow,first_post_live_turn,80,28,50,56.0,5
Kimi,slow,first_post_live_turn,81,28,50,56.0,5
Kimi,slow,first_post_live_turn,82,28,50,56.0,4
Kimi,slow,first_post_live_turn,83,28,50,56.0,4
Kimi,slow,first_post_live_turn,84,28,50,56.0,4
Kimi,slow,first_post_live_turn,85,28,50,56.0,4
Kimi,slow,first_post_live_turn,86,28,50,56.0,4
Kimi,slow,first_post_live_turn,87,28,50,56.0,4
Kimi,slow,first_post_live_turn,88,28,50,56.0,4
Kimi,slow,first_post_live_turn,89,28,50,56.0,4
Kimi,slow,first_post_live_turn,90,28,50,56.0,4
Kimi,slow,first_post_live_turn,91,28,50,56.0,4
Kimi,slow,first_post_live_turn,92,28,50,56.0,4
Kimi,slow,first_post_live_turn,93,28,50,56.0,4
Kimi,slow,first_post_live_turn,94,28,50,56.0,4
Kimi,slow,first_post_live_turn,95,28,50,56.0,3
Kimi,slow,first_post_live_turn,96,28,50,56.0,3
Kimi,slow,first_post_live_turn,97,28,50,56.0,2
Kimi,slow,first_post_live_turn,98,28,50,56.0,2
Kimi,slow,first_post_live_turn,99,28,50,56.0,2
Kimi,slow,first_post_live_turn,100,28,50,56.0,2
DeepSeek,working,first_cited_coordination_live_turn,0,0,50,0.0,50
DeepSeek,working,first_cited_coordination_live_turn,1,33,50,66.0,50
DeepSeek,working,first_cited_coordination_live_turn,2,37,50,74.0,50
DeepSeek,working,first_cited_coordination_live_turn,3,37,50,74.0,50
DeepSeek,working,first_cited_coordination_live_turn,4,38,50,76.0,50
DeepSeek,working,first_cited_coordination_live_turn,5,39,50,78.0,50
DeepSeek,working,first_cited_coordination_live_turn,6,41,50,82.0,50
DeepSeek,working,first_cited_coordination_live_turn,7,41,50,82.0,50
DeepSeek,working,first_cited_coordination_live_turn,8,41,50,82.0,50
DeepSeek,working,first_cited_coordination_live_turn,9,41,50,82.0,50
DeepSeek,working,first_cited_coordination_live_turn,10,42,50,84.0,50
DeepSeek,working,first_cited_coordination_live_turn,11,42,50,84.0,50
DeepSeek,working,first_cited_coordination_live_turn,12,44,50,88.0,50
DeepSeek,working,first_cited_coordination_live_turn,13,45,50,90.0,50
DeepSeek,working,first_cited_coordination_live_turn,14,46,50,92.0,50
DeepSeek,working,first_cited_coordination_live_turn,15,46,50,92.0,50
DeepSeek,working,first_cited_coordination_live_turn,16,46,50,92.0,50
DeepSeek,working,first_cited_coordination_live_turn,17,47,50,94.0,50
DeepSeek,working,first_cited_coordination_live_turn,18,49,50,98.0,50
DeepSeek,working,first_cited_coordination_live_turn,19,49,50,98.0,50
DeepSeek,working,first_cited_coordination_live_turn,20,49,50,98.0,50
DeepSeek,working,first_cited_coordination_live_turn,21,49,50,98.0,50
DeepSeek,working,first_cited_coordination_live_turn,22,49,50,98.0,50
DeepSeek,working,first_cited_coordination_live_turn,23,49,50,98.0,50
DeepSeek,working,first_cited_coordination_live_turn,24,49,50,98.0,50
DeepSeek,working,first_cited_coordination_live_turn,25,49,50,98.0,50
DeepSeek,working,first_cited_coordination_live_turn,26,49,50,98.0,50
DeepSeek,working,first_cited_coordination_live_turn,27,50,50,100.0,50
DeepSeek,working,first_cited_coordination_live_turn,28,50,50,100.0,50
DeepSeek,working,first_cited_coordination_live_turn,29,50,50,100.0,50
DeepSeek,working,first_cited_coordination_live_turn,30,50,50,100.0,50
DeepSeek,working,first_cited_coordination_live_turn,31,50,50,100.0,50
DeepSeek,working,first_cited_coordination_live_turn,32,50,50,100.0,50
DeepSeek,working,first_cited_coordination_live_turn,33,50,50,100.0,50
DeepSeek,working,first_cited_coordination_live_turn,34,50,50,100.0,50
DeepSeek,working,first_cited_coordination_live_turn,35,50,50,100.0,50
DeepSeek,working,first_cited_coordination_live_turn,36,50,50,100.0,49
DeepSeek,working,first_cited_coordination_live_turn,37,50,50,100.0,49
DeepSeek,working,first_cited_coordination_live_turn,38,50,50,100.0,48
DeepSeek,working,first_cited_coordination_live_turn,39,50,50,100.0,48
DeepSeek,working,first_cited_coordination_live_turn,40,50,50,100.0,48
DeepSeek,working,first_cited_coordination_live_turn,41,50,50,100.0,47
DeepSeek,working,first_cited_coordination_live_turn,42,50,50,100.0,46
DeepSeek,working,first_cited_coordination_live_turn,43,50,50,100.0,45
DeepSeek,working,first_cited_coordination_live_turn,44,50,50,100.0,45
DeepSeek,working,first_cited_coordination_live_turn,45,50,50,100.0,44
DeepSeek,working,first_cited_coordination_live_turn,46,50,50,100.0,44
DeepSeek,working,first_cited_coordination_live_turn,47,50,50,100.0,43
DeepSeek,working,first_cited_coordination_live_turn,48,50,50,100.0,43
DeepSeek,working,first_cited_coordination_live_turn,49,50,50,100.0,43
DeepSeek,working,first_cited_coordination_live_turn,50,50,50,100.0,43
DeepSeek,working,first_cited_coordination_live_turn,51,50,50,100.0,42
DeepSeek,working,first_cited_coordination_live_turn,52,50,50,100.0,39
DeepSeek,working,first_cited_coordination_live_turn,53,50,50,100.0,38
DeepSeek,working,first_cited_coordination_live_turn,54,50,50,100.0,37
DeepSeek,working,first_cited_coordination_live_turn,55,50,50,100.0,37
DeepSeek,working,first_cited_coordination_live_turn,56,50,50,100.0,36
DeepSeek,working,first_cited_coordination_live_turn,57,50,50,100.0,34
DeepSeek,working,first_cited_coordination_live_turn,58,50,50,100.0,34
DeepSeek,working,first_cited_coordination_live_turn,59,50,50,100.0,34
DeepSeek,working,first_cited_coordination_live_turn,60,50,50,100.0,33
DeepSeek,working,first_cited_coordination_live_turn,61,50,50,100.0,33
DeepSeek,working,first_cited_coordination_live_turn,62,50,50,100.0,30
DeepSeek,working,first_cited_coordination_live_turn,63,50,50,100.0,29
DeepSeek,working,first_cited_coordination_live_turn,64,50,50,100.0,29
DeepSeek,working,first_cited_coordination_live_turn,65,50,50,100.0,29
DeepSeek,working,first_cited_coordination_live_turn,66,50,50,100.0,29
DeepSeek,working,first_cited_coordination_live_turn,67,50,50,100.0,28
DeepSeek,working,first_cited_coordination_live_turn,68,50,50,100.0,28
DeepSeek,working,first_cited_coordination_live_turn,69,50,50,100.0,28
DeepSeek,working,first_cited_coordination_live_turn,70,50,50,100.0,28
DeepSeek,working,first_cited_coordination_live_turn,71,50,50,100.0,28
DeepSeek,working,first_cited_coordination_live_turn,72,50,50,100.0,27
DeepSeek,working,first_cited_coordination_live_turn,73,50,50,100.0,27
DeepSeek,working,first_cited_coordination_live_turn,74,50,50,100.0,27
DeepSeek,working,first_cited_coordination_live_turn,75,50,50,100.0,26
DeepSeek,working,first_cited_coordination_live_turn,76,50,50,100.0,25
DeepSeek,working,first_cited_coordination_live_turn,77,50,50,100.0,25
DeepSeek,working,first_cited_coordination_live_turn,78,50,50,100.0,24
DeepSeek,working,first_cited_coordination_live_turn,79,50,50,100.0,24
DeepSeek,working,first_cited_coordination_live_turn,80,50,50,100.0,23
DeepSeek,working,first_cited_coordination_live_turn,81,50,50,100.0,23
DeepSeek,working,first_cited_coordination_live_turn,82,50,50,100.0,22
DeepSeek,working,first_cited_coordination_live_turn,83,50,50,100.0,21
DeepSeek,working,first_cited_coordination_live_turn,84,50,50,100.0,19
DeepSeek,working,first_cited_coordination_live_turn,85,50,50,100.0,19
DeepSeek,working,first_cited_coordination_live_turn,86,50,50,100.0,18
DeepSeek,working,first_cited_coordination_live_turn,87,50,50,100.0,18
DeepSeek,working,first_cited_coordination_live_turn,88,50,50,100.0,17
DeepSeek,working,first_cited_coordination_live_turn,89,50,50,100.0,17
DeepSeek,working,first_cited_coordination_live_turn,90,50,50,100.0,16
DeepSeek,working,first_cited_coordination_live_turn,91,50,50,100.0,16
DeepSeek,working,first_cited_coordination_live_turn,92,50,50,100.0,16
DeepSeek,working,first_cited_coordination_live_turn,93,50,50,100.0,15
DeepSeek,working,first_cited_coordination_live_turn,94,50,50,100.0,15
DeepSeek,working,first_cited_coordination_live_turn,95,50,50,100.0,15
DeepSeek,working,first_cited_coordination_live_turn,96,50,50,100.0,14
DeepSeek,working,first_cited_coordination_live_turn,97,50,50,100.0,14
DeepSeek,working,first_cited_coordination_live_turn,98,50,50,100.0,12
DeepSeek,working,first_cited_coordination_live_turn,99,50,50,100.0,12
DeepSeek,working,first_cited_coordination_live_turn,100,50,50,100.0,12
DeepSeek,working,first_post_live_turn,0,0,50,0.0,50
DeepSeek,working,first_post_live_turn,1,0,50,0.0,50
DeepSeek,working,first_post_live_turn,2,0,50,0.0,50
DeepSeek,working,first_post_live_turn,3,0,50,0.0,50
DeepSeek,working,first_post_live_turn,4,0,50,0.0,50
DeepSeek,working,first_post_live_turn,5,1,50,2.0,50
DeepSeek,working,first_post_live_turn,6,1,50,2.0,50
DeepSeek,working,first_post_live_turn,7,3,50,6.0,50
DeepSeek,working,first_post_live_turn,8,3,50,6.0,50
DeepSeek,working,first_post_live_turn,9,4,50,8.0,50
DeepSeek,working,first_post_live_turn,10,5,50,10.0,50
DeepSeek,working,first_post_live_turn,11,5,50,10.0,50
DeepSeek,working,first_post_live_turn,12,7,50,14.0,50
DeepSeek,working,first_post_live_turn,13,9,50,18.0,50
DeepSeek,working,first_post_live_turn,14,11,50,22.0,50
DeepSeek,working,first_post_live_turn,15,16,50,32.0,50
DeepSeek,working,first_post_live_turn,16,16,50,32.0,50
DeepSeek,working,first_post_live_turn,17,17,50,34.0,50
DeepSeek,working,first_post_live_turn,18,18,50,36.0,50
DeepSeek,working,first_post_live_turn,19,22,50,44.0,50
DeepSeek,working,first_post_live_turn,20,23,50,46.0,50
DeepSeek,working,first_post_live_turn,21,24,50,48.0,50
DeepSeek,working,first_post_live_turn,22,25,50,50.0,50
DeepSeek,working,first_post_live_turn,23,26,50,52.0,50
DeepSeek,working,first_post_live_turn,24,28,50,56.0,50
DeepSeek,working,first_post_live_turn,25,30,50,60.0,50
DeepSeek,working,first_post_live_turn,26,31,50,62.0,50
DeepSeek,working,first_post_live_turn,27,33,50,66.0,50
DeepSeek,working,first_post_live_turn,28,33,50,66.0,50
DeepSeek,working,first_post_live_turn,29,33,50,66.0,50
DeepSeek,working,first_post_live_turn,30,34,50,68.0,50
DeepSeek,working,first_post_live_turn,31,34,50,68.0,50
